gene_id,gene_name,gene_type,LC-PT-45_SC_01,LC-PT-45_SC_02,LC-PT-45_SC_04,LC-PT-45_SC_05,LC-PT-45_SC_06,LC-PT-45_SC_09,LC-PT-45_SC_10,LC-PT-45_SC_13,LC-PT-45_SC_14,LC-PT-45_SC_15,LC-PT-45_SC_23,LC-PT-45_SC_28,LC-PT-45_SC_30,LC-PT-45_SC_34,LC-PT-45_SC_35,LC-PT-45_SC_45,LC-PT-45_SC_49,LC-PT-45_SC_50,LC-PT-45_SC_53,LC-PT-45_SC_54,LC-PT-45_SC_58,LC-PT-45_SC_61,LC-PT-45_SC_65,LC-PT-45_SC_67,LC-PT-45_SC_72,LC-PT-45_SC_76,LC-PT-45_SC_77,LC-PT-45_SC_79,LC-PT-45_SC_87,LC-PT-45_SC_88,LC-PT-45_SC_91,LC-PT-45_SC_93,LC-PT-45_SC_94,LC-PT-45_SC_95,LC-PT-45-Re_SC01,LC-PT-45-Re_SC06,LC-PT-45-Re_SC08,LC-PT-45-Re_SC09,LC-PT-45-Re_SC11,LC-PT-45-Re_SC13,LC-PT-45-Re_SC17,LC-PT-45-Re_SC22,LC-PT-45-Re_SC25,LC-PT-45-Re_SC26,LC-PT-45-Re_SC28,LC-PT-45-Re_SC31,LC-PT-45-Re_SC33,LC-PT-45-Re_SC36,LC-PT-45-Re_SC38,LC-PT-45-Re_SC39,LC-PT-45-Re_SC40,LC-PT-45-Re_SC43,LC-PT-45-Re_SC44,LC-PT-45-Re_SC46,LC-PT-45-Re_SC47,LC-PT-45-Re_SC51,LC-PT-45-Re_SC53,LC-PT-45-Re_SC54,LC-PT-45-Re_SC55,LC-PT-45-Re_SC56,LC-PT-45-Re_SC57,LC-PT-45-Re_SC59,LC-PT-45-Re_SC61,LC-PT-45-Re_SC67,LC-PT-45-Re_SC69,LC-PT-45-Re_SC70,LC-PT-45-Re_SC71,LC-PT-45-Re_SC72,LC-PT-45-Re_SC78,LC-PT-45-Re_SC80,LC-PT-45-Re_SC84,LC-PT-45-Re_SC85,LC-PT-45-Re_SC87,LC-PT-45-Re_SC89,LC-PT-45-Re_SC90,LC-PT-45-Re_SC91,LC-PT-45-Re_SC92,LC-MBT-15_SC02,LC-MBT-15_SC07,LC-MBT-15_SC08,LC-MBT-15_SC09,LC-MBT-15_SC10,LC-MBT-15_SC11,LC-MBT-15_SC14,LC-MBT-15_SC15,LC-MBT-15_SC16,LC-MBT-15_SC20,LC-MBT-15_SC22,LC-MBT-15_SC24,LC-MBT-15_SC25,LC-MBT-15_SC34,LC-MBT-15_SC41,LC-MBT-15_SC42,LC-MBT-15_SC45,LC-MBT-15_SC50,LC-MBT-15_SC51,LC-MBT-15_SC52,LC-MBT-15_SC54,LC-MBT-15_SC55,LC-MBT-15_SC56,LC-MBT-15_SC57,LC-MBT-15_SC58,LC-MBT-15_SC59,LC-MBT-15_SC60,LC-MBT-15_SC62,LC-MBT-15_SC63,LC-MBT-15_SC64,LC-MBT-15_SC65,LC-MBT-15_SC67,LC-MBT-15_SC71,LC-MBT-15_SC72,LC-MBT-15_SC73,LC-MBT-15_SC74,LC-MBT-15_SC75,LC-MBT-15_SC76,LC-MBT-15_SC78,LC-MBT-15_SC79,LC-MBT-15_SC80,LC-MBT-15_SC84,LC-MBT-15_SC85,LC-MBT-15_SC87,LC-MBT-15_SC89,LC-MBT-15_SC92,LC-MBT-15_SC94,LC-MBT-15_SC95,LC-MBT-15_SC96,type=2,type=3,fold-change(PT-MBT),abs_avg_PT,abs_avg_MBT,,,,
ENSG00000204392.6,LSM2,protein_coding,72.08,24.74,145.18,260.58,57.29,90,84.66,29.34,25.18,9.15,153.91,67.39,70.43,56.97,26.2,73.78,146.34,25.2,73.25,43.37,70.16,196.83,132.76,114.37,0.51,20.25,0,17.34,23.86,0,2.65,0,20.05,60.13,117.57,274.12,93.82,114.07,46.13,49.53,64.38,94.57,80.08,44.97,120.56,14.8,92.13,112.79,0,68.1,0,67.02,61.2,0,196.91,19.19,90.11,167.22,120.09,79.21,102.91,24.73,173.11,0,69.14,61.36,97.32,13.45,72.11,84.82,51.74,78.7,82.11,45.28,164.1,78.81,100.65,176.48,130.92,276.59,179.04,109.57,91.96,73.58,68.68,122.92,261.59,125.28,118,100.5,200.57,157.99,161,243.05,172.87,193.23,142.86,203.72,144.94,92.14,232.88,325.69,172.25,251.83,96.47,349.46,189.27,95.27,171.75,210.12,141.21,139.64,85.79,84.1,39.45,123.65,225.53,189.11,96.9,85.6,166.44,307.34,90.82,68.76,181.24,252.39,1.08E-11,2.33E-10,-87.83825603,73.80337662,161.6416327,1,1,2,1
ENSG00000145687.11,SSBP2,protein_coding,12.16,178.09,72,357.03,64.66,1.24,46.28,0,170.84,0.25,19.95,90.1,12.59,143.49,287.18,17.29,54.02,100.65,11.35,34.01,87.37,69.6,1.05,61.78,0.44,0,2.3,1.8,264.14,3.16,35.11,0.04,196.28,50.74,189.98,0,381.3,16.64,84.34,7.17,106.61,1.45,0.93,144.2,39.79,127.83,0,1.39,1.38,0.5,0.95,0,61.36,0,46.58,0.66,2.73,116.53,224.24,35.27,190.33,227.88,0,1.17,0,275.01,28.89,1.96,0,49.77,3.04,87.94,0.14,37.84,0.74,31.34,0,54.49,481.5,145.21,400.66,100.11,300.35,255.91,269.96,68.07,215.92,189.18,394.43,130.5,388.05,300.62,0,126.89,123.24,74.84,6.32,63.98,171.36,223.63,2.87,63.46,170.64,295.98,4.94,779.68,196.15,66.64,161.98,243.48,48.6,237.14,74.85,27.18,269.72,60.01,168.37,189.24,135.9,102.18,83.76,80.43,562.84,50.31,65.17,20.16,1.35E-06,2.35E-05,-111.8586456,64.6087013,176.4673469,1,1,2,1
ENSG00000121851.8,POLR3GL,protein_coding,24.1,39.55,49.93,0.93,39.57,45.22,67.98,0,118.75,90.54,12.79,138.85,51.39,13.44,30.79,19.71,20.33,97.95,38.91,0.21,166.53,41.88,0,15.43,14.49,16.43,14.13,30.48,117.72,8.23,108.49,0,64.8,10.54,29.66,65.01,64.97,77.44,5.06,15.68,3.73,95.19,75.75,10.76,41.39,134.04,74.42,11.91,121.2,8.97,13.79,3.18,32.13,3.94,32.51,65.06,0,58.97,42.21,11.44,119.73,28.43,2.19,0,22.53,49.75,13.85,19.71,18.3,59.2,106.58,16.95,150.32,57.78,45.44,100.62,99.53,1.85,9.91,7.31,45.78,0,0.49,12.99,11.95,12.56,66.89,4.75,0.84,31.21,14.54,15.98,54.29,26.56,11.52,30.27,9.76,16.58,52.17,10.48,33.41,0,17.24,30.54,6.6,0,49.34,13.79,13.02,0,0,43.98,0,0.72,9.16,6.09,18.79,37.07,6.13,0,9.62,0,5.56,1.94,110,68.39,8.43E-05,1.04E-05,26.72560297,45.70662338,18.98102041,1,1,2,1
ENSG00000102931.3,ARL2BP,protein_coding,51.33,7.82,52.02,15.78,5.41,36.62,0,0,2.77,0.74,0.58,0.2,8.18,24.59,24.55,29.76,6.74,1.64,0.51,97.85,46.38,9.48,1.51,35.78,184.83,0,25.19,3.86,0.36,5.4,7.55,56.03,1.11,26.88,0,0,43.32,0,87.44,14.82,12.2,0,35.65,17.12,37.74,24.24,14.23,28.43,0.84,1.03,0.43,132.52,15.47,0.39,19.71,0,0,34.54,8.59,10.86,0.78,0,29.81,9.13,13.73,0,4.06,1.42,21.81,58.48,37.54,55.77,0,80.67,11.73,111.81,0,69.19,27.67,110.2,21.22,51.95,8.5,3.31,44.41,18.28,136.32,116.29,40.23,26.11,57,70.83,56.78,30.67,81.35,108.36,74.33,13.61,110.33,48.91,38.2,71.27,51.6,26.58,18.52,10.98,64.81,25.99,0.48,0.48,4.75,1.07,77.83,77.54,2.65,37.08,26.42,68.06,6.62,1.11,38.83,62.23,50.18,43.48,24.69,19.85,0.000592462,0.000697992,-21.73345083,22.69818182,44.43163265,1,1,2,1
ENSG00000173113.2,TRMT112,protein_coding,412.39,503.13,828.53,1005.75,854.23,436.94,498.08,360.04,403.77,471.24,767.36,518.94,710.48,618.76,686.81,650.22,664.64,589.81,404.47,385.48,525.65,567.79,175.76,476.9,748.51,620.52,396.3,122.71,869.91,361.85,284.68,693.91,543.48,456,531.1,809.04,195.14,736.47,326.23,614.25,1255.54,506.7,230.47,841.95,422.78,929.44,508.77,589.79,1829.63,607.85,62.38,279.63,536.47,171.13,237.61,531.39,58.38,689.32,309.09,663.16,448.91,201.54,835.53,169.84,381,535.38,403.62,289.48,589.78,526.75,644.51,855.6,511.17,432.61,629.07,416.66,574.82,222.6,282.17,410.32,747.27,521.1,531.47,637.57,350.14,277.99,432.33,379.9,489.61,442.37,343.11,359.93,435.51,284.55,378.09,110.42,492.43,338.08,266.19,569.86,437.25,353.74,421.89,279.23,316.84,109.63,524.54,525.76,486.34,1051.13,407.68,644.7,770.37,348.63,293.54,367.36,382.55,371.67,370.16,247.59,398.56,508.14,318.09,474,570.92,558.22,0.008972763,0.003883844,114.0782931,539.4158442,425.337551,1,1,2,1
ENSG00000205423.7,CNEP1R1,protein_coding,101.13,128.36,132.97,247.2,30.78,68.62,115.66,0,100.75,71.09,60.7,27.28,33.11,114,108.41,45.07,25.68,5.77,16.66,89.41,55.15,39.4,210.26,65.14,57.48,402.77,257.86,48.25,0.72,0,29.13,108.69,8.22,39.41,36.46,73.2,0.26,59.63,38.15,101.87,112.87,217,57.89,132.46,76.78,15.21,63.94,7.27,15.37,59.29,0.46,70.46,64.88,328.65,36.4,20.77,1.69,26.8,95.5,8.2,172.31,77.66,34.19,0,11.31,97.37,122.67,39.15,16.22,86.42,0,93.21,2.28,85.64,43.45,69.04,40.47,5.61,48.05,22.34,85.04,60.62,9.53,29.03,61.63,4.66,0.4,82.61,68.08,48.44,3,40.35,45,81.51,31.57,74.9,0.18,65.91,23.8,105.59,18.01,13.25,47.29,38.14,44.8,9.76,69.58,110,78.1,9,0,2.96,52.96,98.56,124.79,18.64,21.97,1.24,76.43,7.45,8.91,1.9,16.72,42.49,21.65,2.04,0.004658793,0.001132415,32.70217069,72.18155844,39.47938776,1,1,2,1
ENSG00000185608.4,MRPL40,protein_coding,26.87,32.63,110.42,72.24,36.36,173.42,18.78,2.16,120.92,82.5,19.91,0,107.65,33.64,86.94,40.55,31.59,4.95,43.91,100.4,60.98,72.7,114.4,33.38,18.36,7.29,10.2,59.22,158.59,83.76,63.93,9.13,149.38,107.97,131.19,45.7,264.42,72.14,147.24,43.58,60.71,95.6,61.77,24.2,76.47,201.81,115.93,118.4,131.27,231.81,1.14,147.67,69.92,0,151.79,114.1,0,28.4,19.13,4.48,31.24,156.9,49.28,0,168.21,40.07,41.09,37.96,73.6,164.21,106.49,76.24,2.75,0.36,140.09,32.77,79.11,163,175.32,150.53,149.18,217.66,146,193.36,135.36,133.25,186.31,134.93,151.49,108.93,113.91,167.86,238.73,194.45,163.57,125.12,180.59,268.76,57.46,33.91,100.51,153.25,90.59,132.29,53.43,54.43,81.33,119.41,165.12,209.72,127.39,90.56,268.59,233.15,63.98,184.99,143.58,51.26,297.4,52.95,185.56,174.54,215.53,129.8,193.44,161.31,2.25E-10,5.02E-10,-76.03172542,73.43337662,149.465102,1,1,2,1
ENSG00000124486.8,USP9X,protein_coding,5.17,18.22,54.41,8.8,4.83,46.83,35.74,54.52,5.2,0,1.5,13.31,2.51,2.42,0.36,27.47,0.99,20.39,9.28,25.65,28.82,6.33,238.5,3.87,19.04,38.63,34.15,232.44,14.26,0.1,6.39,14.38,16.87,43.81,1.52,87.44,9.06,41.03,9.86,27.41,9.7,14.3,56.58,87.26,27.84,62.68,64.91,32.76,26.05,0,1.97,30.54,26.52,205.94,70.07,37.75,22.06,8.35,10.53,69.65,51.27,3.59,16.47,0,5.97,11.15,21.57,15.85,44.57,4.16,44.9,23.82,54.09,25.34,65.41,19.44,31.63,77.39,31.73,19.92,80.92,28.67,142.02,19.74,86.74,13.93,42.17,5.98,55.35,33.42,145.7,34.5,107.86,21.5,74.26,28.02,11.5,93.51,36.46,46.13,46.27,10.34,54.32,29.3,64.11,59.75,39.75,17.55,38.1,45.73,30.28,92.29,23.22,15.88,86.49,25.19,61.45,3.16,66.63,50.31,11.37,39.08,22.61,61.22,138.68,16.45,0.035978686,0.027248851,-16.03534323,32.67792208,48.71326531,1,1,2,1
ENSG00000151893.10,CACUL1,protein_coding,64.65,17.34,97.67,79.71,98.86,52.79,104.25,4.01,190.88,153.38,78.57,166.16,80.68,40.05,85.17,110.11,57.15,60.55,162.45,52.19,83.59,60.3,1.98,94.73,112.97,105.13,148.47,38.56,106.66,39.01,93.55,74.63,72.93,58.53,52.16,115.44,54.02,191.86,187.47,64.12,243.33,185.37,65.37,106.25,164.93,77.34,110.15,179.25,86.78,63.73,68.91,303.73,112.65,205.46,52.02,85.37,142.79,124.43,103.43,124.2,146.19,31.28,100.81,65.38,143.35,82.11,148.71,68,83.85,111.8,114.84,156.89,143.5,75.99,39.25,166.31,139.88,65.66,117.78,82.32,155.18,147.35,130.2,82.12,164.25,162.31,158.96,124.43,79.87,109.49,62.34,242.69,87.86,157.55,111.32,138.15,97.93,118.97,130.65,154.73,173.8,169.2,113.56,174.95,78.11,261.89,153.25,82.52,191.39,57.65,45.35,148.6,108.82,30.19,82.45,173.24,120.24,135.28,61.01,82.73,133.69,79.3,116.7,155.43,199.99,154.28,0.018737341,0.016005113,-22.7616141,103.0696104,125.8312245,1,1,2,1
ENSG00000167461.7,RAB8A,protein_coding,88.9,76.03,84.29,47.77,60.14,23.4,30.56,26.57,62.31,1.7,0.09,56.76,5.4,50.91,57.83,22.03,36.9,45.62,44.21,0.89,40.82,93.93,25.52,46.96,60.96,17.81,41.68,0.11,18.54,69.78,63.1,6.11,15.01,69.93,81.38,37.94,121.34,90.18,67.24,83.42,63.41,40.01,12.42,132.9,69.19,16.58,67.94,50.99,7.36,56.72,0.31,34.98,101.26,3.12,76.5,145.96,1.86,76.44,45.75,187.93,113.01,111.32,84.47,0,23.42,33.68,61.03,54.94,172.53,75.27,150.71,129.72,34.12,13.17,53.66,47.02,77.25,10.32,16.87,49.11,5.59,36.51,15.53,16.43,45.54,31.37,59.12,76.86,10.6,31.73,95.14,44.53,35.17,77.65,56.25,13.52,15.37,37.77,55.77,15.13,54.87,42.11,48.13,20.22,31.35,71.22,15.07,19.82,29.62,7.65,14.36,11.89,18.21,3.35,29.32,13.21,45.72,61.48,3.13,33.75,53.54,20.56,67.24,62.08,93.31,24.32,0.002565206,0.000771436,20.19597403,55.8574026,35.66142857,1,1,2,1
ENSG00000176907.3,C8orf4,protein_coding,326.35,243.66,114.73,44.02,11.41,60.61,316.55,40.7,268.89,197.1,51.6,213.36,24.22,185.57,29.2,28.45,1.82,717.62,130.43,20.05,0.28,270.61,120.93,254.58,0,0.52,185.84,12.05,106.46,362.91,93.85,25.13,61.95,201.4,0.5,0,1.72,0,17.24,9.96,70.19,25.01,200.83,0,2.44,22.29,64.37,0,0,1.94,1,42.84,7.08,1.37,0,0,175.18,0,16.26,0,0.3,0,33.81,0,45.08,170.11,11.31,42.62,0,37.2,7.77,105.84,0,47,13.01,43.58,0,455.13,234,75.23,280.49,173.13,6.52,269.4,77.93,215.73,210.32,71.42,45.8,167.35,188.99,150.81,188.51,400.47,11.19,324.28,0,1.54,182.39,110.2,28.34,383.58,233.89,230.62,415.35,263.59,721.38,477.34,121.65,23.01,308.27,291.56,48.88,46.03,438.5,18.17,224.98,27.75,175.44,519.49,282.44,257.83,105.45,334.02,5.22,227.68,1.09E-06,6.96E-06,-127.9764193,77.15194805,205.1283673,1,1,2,1
ENSG00000160783.15,PMF1,protein_coding,0,72.66,14.94,13.5,104.29,28,5.9,0,0,0,8.61,0,37.63,2.67,4.51,24.02,1.08,0,1.22,13.27,0,16.86,0,0,0,0,18.3,0,19.43,1.09,0,0,12.22,5.8,15.22,7.16,0.67,29.36,17.28,25.46,43.76,18.95,32.33,15.18,5.17,0,0.72,47.93,0.87,37.99,0,5.8,48.96,0,0,29.7,0,6.27,9.5,10.93,7.6,1.14,38.74,0,3.32,45.07,12.17,0,23.75,0,139.12,0,8.75,15.62,13.82,5.63,3.55,25.75,44.95,14.58,80.73,32.65,142.32,50.8,163.44,57.29,52.3,74.5,71.44,44.25,81.6,23.23,3.68,39.68,90.97,52.35,73.87,3.81,43.79,46.95,10.31,57.17,55.22,100.33,41.17,57.06,45.82,18.38,102.9,11.46,90.01,35.65,103.12,41.43,0,56.54,53.56,16.1,14.77,13.96,68.25,17.25,37.07,119.54,87.13,16.29,5.92E-11,7.47E-09,-38.04302412,14.72064935,52.76367347,1,1,2,1
ENSG00000124356.11,STAMBP,protein_coding,12.9,75.58,73.27,66.91,190.64,70.74,91.44,95.28,13.68,88.94,17.56,110.07,54.51,92.39,62.47,86.42,161.31,176.78,121.09,114.95,85.08,211.36,118.49,99.94,76.92,3.96,81.07,169.18,131.52,0.3,66.58,66.41,76.11,29.89,93.73,325.27,252.46,124.08,58.1,118.64,134.64,66.43,77.18,167.2,44.62,51.44,117.75,206.08,179.62,56.09,192.54,82.15,92.95,6.99,66.28,28.59,160.37,24.21,112.01,9.62,205.46,1.35,103.37,168.94,56.23,233.32,215.77,20.75,76.36,124.38,184.84,143.47,42.31,39.49,110.09,138.97,342.07,47.9,2.27,62.78,26.72,67.2,58.91,24.4,64.81,1.32,37.26,16.62,99.76,33.61,42.17,20.72,76.32,44.83,43.93,31.53,199.91,157.82,3.44,87.44,117.78,44.66,83.23,113.65,15.5,67.36,52.97,32.68,34.84,87.95,29.41,53.65,8.89,193.48,16.41,11.97,77.54,88.01,6.37,24.82,67.94,47.84,11.68,21.7,43.85,0.2,1.56E-05,2.38E-06,51.36011132,104.5448052,53.18469388,1,1,2,1
ENSG00000154447.10,SH3RF1,protein_coding,9.39,56.68,58.24,52.18,14.25,39.16,14.55,2.28,0.25,24.37,0.1,0,26.9,1.35,6.7,12.12,11.89,0.72,92.75,18.92,8.98,52.15,0.85,39.03,21.93,61.71,13.09,0,17.7,0,0.47,19,20.24,34.35,108.88,191.16,57.94,45.08,75.68,28.1,13.02,63.8,131.98,60.21,112.98,100.55,85.66,27.62,47.79,70.98,84.14,48.22,103.36,0.72,52.48,111.19,22.94,22,104.82,130.92,92.31,95.01,42.2,2.39,95.44,44.54,70.37,105.37,86.43,15.72,105.51,178.65,76.31,12.77,82.17,25.17,147.86,5.71,0,4.78,0.74,20.79,0,26.25,39.34,21.45,1.66,47.86,3.11,2.85,0.44,0.12,3.76,7.46,0,16.61,0,6.92,2.85,14.71,11.93,7.95,18.93,0.07,0,109.7,0,47.55,25.3,10.38,35.36,0,0.06,0.27,0,0,0,0,81.94,28.19,3.52,26.27,57.4,17.82,0,1.22,7.22E-07,2.45E-08,36.29909091,50.81480519,14.51571429,1,1,2,1
ENSG00000158195.6,WASF2,protein_coding,19.52,32.32,31.32,18.95,11.77,47.02,40.56,0,6.68,0.98,5.92,26.79,7.07,1.39,6.35,1.81,22.96,25.39,30.55,3.45,27.86,0.29,6.86,0.31,12.29,3.21,1.61,0.96,19.96,1.25,22.88,0.06,31.38,9.86,38.03,17.56,35.86,10.58,33.53,25.56,51.13,0,9.43,25.43,8.84,3.31,17.5,4.25,29.35,1.86,0,7.06,20.65,23.19,23.86,16.77,11.52,21.74,3.79,24.27,49.3,34.66,27.12,7.97,4.52,10.32,8.23,43.08,23.15,14.35,14.82,11.54,7.84,0.49,5.99,20.67,2.96,18.67,64.63,58.57,148.91,27.26,22.47,27.21,11.31,51.43,67.15,52.46,30.68,21.97,31.81,45.17,27.15,24,33.18,53.46,9.43,30.48,48.49,62.78,25.65,34.89,53.81,21.96,19.44,49.44,30.71,20.84,49.16,40.25,35.89,21.59,31.04,8.43,28.14,45.96,29.98,76.64,16.89,4.46,9.31,32.58,20.68,12.4,1.91,37.48,6.03E-08,2.64E-06,-19.27380334,15.99558442,35.26938776,1,1,2,1
ENSG00000105852.6,PON3,protein_coding,57.29,0,0,0,35.24,0,0,0,0,94.72,0,0,0,0,0,0,0,51.65,114.82,0,103.77,0,0,81.3,0,0,2.12,0,0,28.85,0,0,0,14.05,0.62,0,0,0,0,0,0,8.51,90.84,0,79.69,22.26,0,0.64,0,0,0,0,27.68,21.18,0,0,88.65,3.68,0,66.91,0,0.52,0,0,0,0,0,5.71,0,0,57.88,0,0,71.61,0,42.15,0,157.51,24.86,71.66,13.29,43.43,28.54,5.17,0,1.24,52.77,70.69,107.61,61.14,3.11,0,63.27,9.92,45.39,63.6,10.74,86.76,31.12,8.41,0,6.39,0,46.37,0,40.95,3.71,74.29,13.87,0,91,0,170.97,251.39,0,75.59,0,22.08,222.39,1.99,20.89,232.61,74.69,0,0,5.42,0.000211717,0.001553393,-32.01623377,15.22519481,47.24142857,1,1,2,1
ENSG00000137497.13,NUMA1,protein_coding,18.45,40.32,34.91,27.72,20.7,15.19,92.26,0,28.92,35.88,6.24,30.33,33.45,53.59,55.31,36.64,11.8,34.26,110.67,0.09,15.74,18.46,12.57,46.65,18.63,30.42,30.17,341.45,11.14,32,103.15,0.63,12.1,20.48,24.4,28.95,155.13,31.36,5.39,49.97,3.78,35.23,104.64,29.13,54.9,14.07,100.52,42.49,0,51.26,56.08,4.2,33.31,207.19,2.46,65.3,0,52.34,3.47,23.41,14.57,0.13,77.54,69.66,4.54,12.31,46.53,34.64,43.79,39.56,33.82,142.01,14.12,23.26,198.97,53.29,38.44,0.74,33.1,45.03,7.31,0.31,9.54,26.65,50,3.39,55.45,53.8,83.27,1.96,0,7.43,25.24,10.44,28.15,9.94,0,0.27,35.23,0,22.53,3.24,16.44,0.17,34.03,1.44,33.27,11.89,38.15,18.56,111.49,10.44,7.7,23.24,23.32,6.53,87.23,77.96,28.5,10.79,0,0,8.38,0.54,50.53,9.51,0.010930224,0.003603686,21.31897959,44.24,22.92102041,1,1,2,1
ENSG00000182518.9,FAM104B,protein_coding,10.99,0,43.97,0,2.15,19.62,19.64,0.44,55.72,0,13.36,46.7,9.71,26.63,6.27,10.35,24.9,9.45,70.56,0,0,0,0,19.26,13.03,42.02,9.94,0,62.07,0,70.32,0,36.16,6.02,16.9,84.98,100.4,54.45,23.46,12.3,9.53,7.2,15.66,0,0,83.32,0,28.73,0,0,0,4.88,25.88,0,13.93,2.03,0,0,0,0,10.75,0,3.97,0,4.44,30.02,8.98,8.37,2.11,14.73,63.55,35.31,2.67,21.48,0,6.02,1.39,108.26,158.67,13.69,77.04,102.63,70.18,98.39,160.12,69.43,85.4,37.64,55.8,64.79,264.53,164.7,85.15,126.34,92.66,146.66,13.2,55.85,117.69,76.41,159.16,173.38,114.71,60.6,49.3,45.21,104.21,95.75,119.65,126.3,137.9,63.78,45.9,65.78,181.28,113.39,116.63,108.82,92.55,97.83,138.16,123.9,33.66,89.54,93.32,99.67,5.04E-25,5.54E-17,-82.68027829,17.23012987,99.91040816,1,1,2,1
ENSG00000102898.7,NUTF2,protein_coding,52.95,1.92,44.83,252.58,60.66,76.63,56.08,1.65,36.04,92.69,112.36,60.45,64.31,90.78,103.58,54.04,299.34,0.47,62.06,212.02,142.84,13.56,14.21,12.65,70.84,141.71,242.98,62.95,0,111.49,120.01,244.05,56.29,102.4,41.47,89.32,156.62,71.24,22.61,61.51,3.44,58.73,44.22,85.24,59.32,82.3,78.21,0.47,0.53,94.26,0.91,207.95,66.28,0,24.08,51.82,0,57.41,47.1,89.06,58.16,190.07,76.02,50.31,53.72,57.57,63.94,36.71,136.53,97.83,128.92,112.5,15,110.27,60.15,24.45,92.33,81.48,115.05,110.62,115.38,127.8,71.97,20.47,51.8,78.82,64.55,152.79,54.77,118.07,120.41,75.05,48.7,233.65,150.36,94.47,113.8,183.03,118.63,87.62,44.71,263.41,63.18,202.96,112.13,125.07,121.02,73.66,138.03,192.92,66.46,179.34,67.39,124.53,12.42,114.35,154.81,105.47,113.62,96.46,72.32,263.77,112.78,207,105.3,88.34,0.001069482,0.000798419,-37.49191095,77.01298701,114.504898,1,1,2,1
ENSG00000173542.4,MOB1B,protein_coding,1.4,1.27,21.12,0.06,37.1,13.48,1.47,0.97,8.3,13.71,0.02,40.9,10.21,35.13,9.37,25.49,3.65,39.4,4.38,0.14,7.13,55.32,47.19,71.04,38.22,0,18.79,0.04,33.41,28.6,54.69,0.51,21,16.34,57.27,17.55,22.94,8.87,8.67,12.43,44.59,49.39,92.43,42.27,13.12,0.11,58.69,28.33,54.72,20.33,92.05,3.7,24.41,2.7,6.53,0,72.61,0,9.61,0,21.11,0.05,33.87,0,3.64,36.47,20.01,30.47,0.32,0.06,32.95,60.63,69.91,7.05,0,0,31.93,3.9,14.49,5.24,49.75,13.15,0.74,8.11,0,0.19,0,7.37,25.45,9.24,5.1,0.26,8.06,0.06,9.59,18.82,0,12.81,8.04,0.35,17.77,45.98,4.07,5.46,0,58.49,2.4,2.8,9.31,25.08,21.67,20.38,0,9.38,20.44,0.03,7.97,27.13,22.26,7.93,8.2,12.89,0.05,23.99,0,5.8,0.002620438,0.00075936,11.31591837,22.74857143,11.43265306,1,1,2,1
ENSG00000196458.6,ZNF605,protein_coding,22.8,15.25,19.19,0,10.51,7.41,39.48,51.31,0,1.75,0,0,22,0,0,0,1.79,5.76,3.11,4.22,3.25,0.41,51.9,12.14,5.46,0,4.52,4.14,2.24,0.07,14.93,0,1.87,9.81,0,2.31,0.59,24.04,38.4,1.12,28.26,15.77,8.47,9.27,2.46,12.04,15.39,0,2.43,7.5,0,51.38,10.23,0.12,0,0,0,0.12,19.71,0,1.62,0,15.92,37.37,60.51,0,31.27,2.44,0,4.41,4.29,2.29,21.95,40.68,0,7.02,0,6.67,43.26,37.01,14.21,29.57,0.08,8.45,7.57,45.69,38.15,11.16,33.93,10.12,2.68,12.22,27.04,0.26,56.47,5.37,70.97,0.06,0.09,23.2,9.04,3.37,29.96,22.65,9.69,0,24.26,63.44,6.36,66.25,60.09,0,2.42,7.72,0.13,27.17,0,46.76,0.11,21.18,24.95,22.74,8.5,10.86,1.51,63.36,0.001336135,0.003198227,-10.42922078,10.32077922,20.75,1,1,2,1
ENSG00000120253.9,NUP43,protein_coding,16.95,0.09,4.83,53.87,3.9,21.94,3.7,1.17,0.8,21.64,4.54,7.86,6.8,8.6,14.48,8.76,81.73,3.38,1.62,26.79,5.88,88.27,6.78,15.91,53.6,1.32,73.65,3.36,106.2,0,1.3,0,71.41,1.37,13.81,2.51,21.87,41.04,48.49,24.97,9.72,7.39,29.76,7.17,32.91,30.75,10.45,8.47,82.74,11.93,68.53,30.93,23.1,0.86,16.96,0.31,0,54.97,15.7,12.94,19.83,1.03,75.69,4.81,7.44,81.56,17.56,83.67,8.38,90.32,103.92,54.4,25.99,19.68,11.63,16.7,10.95,137.13,110.22,30.17,75.97,60.02,14.79,23.93,35.35,81.82,85.33,28.06,16.54,13.12,44.86,14.68,46.2,70.8,5.76,48.54,33.16,18.57,87.19,29.81,72.1,52.65,22.87,187.83,35.59,12.99,30.65,9.52,10.1,81.52,32.36,38.82,39.44,3.04,103.28,100.65,49.34,8.42,33.55,85.64,5.62,6.01,40.37,6.2,20.78,11.79,0.001466531,0.003005296,-19.65541744,25.51090909,45.16632653,1,1,2,1
